Trial,Marker,Coordinate,Task 1,Task 2,Task 3,Task 4,Task 5,Task 6,Task 7
5,6,X,"Mean: 170.78, Std: 1.06, Max: 172.99, Min: 167.18, Range: 5.81","Mean: 166.40, Std: 5.94, Max: 174.37, Min: 156.01, Range: 18.37","Mean: 162.93, Std: 2.03, Max: 166.64, Min: 158.42, Range: 8.22","Mean: 168.17, Std: 0.54, Max: 169.48, Min: 167.54, Range: 1.95","Mean: 174.08, Std: 0.40, Max: 174.78, Min: 173.36, Range: 1.41","Mean: 170.57, Std: 2.83, Max: 175.54, Min: 164.33, Range: 11.21","Mean: 170.67, Std: 3.60, Max: 174.37, Min: 154.68, Range: 19.68"
5,6,Y,"Mean: -5.74, Std: 2.33, Max: 0.11, Min: -9.48, Range: 9.60","Mean: 11.08, Std: 9.29, Max: 23.84, Min: -4.88, Range: 28.72","Mean: -4.69, Std: 2.27, Max: -0.82, Min: -9.70, Range: 8.87","Mean: -0.67, Std: 0.53, Max: 0.71, Min: -1.76, Range: 2.47","Mean: 1.41, Std: 1.27, Max: 4.40, Min: -0.85, Range: 5.24","Mean: 6.42, Std: 4.88, Max: 15.06, Min: -0.96, Range: 16.02","Mean: 5.14, Std: 6.41, Max: 26.71, Min: -7.89, Range: 34.60"
5,6,Z,"Mean: 14.82, Std: 2.93, Max: 28.29, Min: 9.42, Range: 18.87","Mean: -7.76, Std: 20.10, Max: 27.95, Min: -33.92, Range: 61.86","Mean: 38.28, Std: 4.30, Max: 46.91, Min: 29.44, Range: 17.47","Mean: 31.25, Std: 1.24, Max: 33.11, Min: 27.88, Range: 5.23","Mean: 11.37, Std: 1.69, Max: 13.91, Min: 6.50, Range: 7.41","Mean: 7.77, Std: 14.61, Max: 35.37, Min: -12.67, Range: 48.04","Mean: 10.53, Std: 16.29, Max: 37.59, Min: -35.74, Range: 73.34"
5,7,X,"Mean: 190.65, Std: 1.07, Max: 192.91, Min: 186.93, Range: 5.98","Mean: 170.21, Std: 19.47, Max: 194.58, Min: 143.09, Range: 51.49","Mean: 182.32, Std: 2.55, Max: 186.52, Min: 176.76, Range: 9.76","Mean: 188.33, Std: 0.52, Max: 189.77, Min: 187.58, Range: 2.19","Mean: 193.78, Std: 0.40, Max: 194.55, Min: 193.15, Range: 1.40","Mean: 181.24, Std: 11.10, Max: 194.80, Min: 163.07, Range: 31.72","Mean: 188.16, Std: 6.64, Max: 193.53, Min: 151.00, Range: 42.53"
5,7,Y,"Mean: -9.80, Std: 2.82, Max: -2.56, Min: -14.30, Range: 11.74","Mean: 17.75, Std: 15.29, Max: 36.18, Min: -8.97, Range: 45.15","Mean: -8.59, Std: 2.56, Max: -3.39, Min: -14.42, Range: 11.03","Mean: -3.00, Std: 0.50, Max: -1.91, Min: -4.04, Range: 2.13","Mean: 1.15, Std: 1.49, Max: 4.77, Min: -1.50, Range: 6.27","Mean: 11.72, Std: 10.88, Max: 27.54, Min: -4.69, Range: 32.23","Mean: 5.89, Std: 9.15, Max: 36.03, Min: -12.19, Range: 48.21"
5,7,Z,"Mean: 14.53, Std: 3.29, Max: 30.10, Min: 8.76, Range: 21.34","Mean: -18.18, Std: 25.39, Max: 31.27, Min: -48.58, Range: 79.86","Mean: 43.02, Std: 5.91, Max: 54.67, Min: 31.62, Range: 23.05","Mean: 32.50, Std: 1.59, Max: 34.66, Min: 28.10, Range: 6.56","Mean: 6.14, Std: 2.08, Max: 9.17, Min: -0.25, Range: 9.42","Mean: -1.93, Std: 23.12, Max: 44.30, Min: -30.12, Range: 74.42","Mean: 3.85, Std: 22.06, Max: 41.60, Min: -54.11, Range: 95.71"
5,8,X,"Mean: 148.93, Std: 0.53, Max: 149.91, Min: 146.86, Range: 3.05","Mean: 147.86, Std: 0.34, Max: 148.65, Min: 147.00, Range: 1.65","Mean: 147.95, Std: 5.00, Max: 154.03, Min: 137.35, Range: 16.68","Mean: 137.61, Std: 1.69, Max: 141.12, Min: 134.86, Range: 6.26","Mean: 144.57, Std: 1.70, Max: 149.06, Min: 141.47, Range: 7.59","Mean: 148.59, Std: 2.78, Max: 153.58, Min: 143.69, Range: 9.89","Mean: 145.00, Std: 4.75, Max: 154.06, Min: 134.34, Range: 19.72"
5,8,Y,"Mean: -24.44, Std: 1.77, Max: -21.01, Min: -27.72, Range: 6.72","Mean: -25.57, Std: 0.62, Max: -24.14, Min: -27.03, Range: 2.89","Mean: -20.24, Std: 6.74, Max: -7.74, Min: -31.71, Range: 23.97","Mean: -32.37, Std: 1.49, Max: -29.87, Min: -35.82, Range: 5.95","Mean: -25.96, Std: 1.49, Max: -21.55, Min: -28.16, Range: 6.61","Mean: -27.50, Std: 2.52, Max: -20.84, Min: -32.04, Range: 11.21","Mean: -25.14, Std: 7.49, Max: -7.21, Min: -33.77, Range: 26.55"
5,8,Z,"Mean: 3.57, Std: 2.79, Max: 15.36, Min: -0.75, Range: 16.11","Mean: 4.40, Std: 0.75, Max: 7.10, Min: 2.71, Range: 4.39","Mean: 6.27, Std: 14.01, Max: 28.98, Min: -12.50, Range: 41.48","Mean: 26.94, Std: 1.99, Max: 30.17, Min: 22.38, Range: 7.79","Mean: 15.10, Std: 3.71, Max: 19.89, Min: 1.83, Range: 18.07","Mean: 9.09, Std: 3.60, Max: 16.64, Min: 2.02, Range: 14.62","Mean: 10.82, Std: 12.89, Max: 30.02, Min: -20.69, Range: 50.71"
5,9,X,"Mean: 175.44, Std: 0.51, Max: 176.63, Min: 173.41, Range: 3.22","Mean: 174.41, Std: 0.29, Max: 175.07, Min: 173.62, Range: 1.44","Mean: 165.80, Std: 5.61, Max: 175.27, Min: 154.43, Range: 20.84","Mean: 165.15, Std: 1.93, Max: 169.34, Min: 160.84, Range: 8.50","Mean: 171.26, Std: 2.30, Max: 175.81, Min: 167.01, Range: 8.81","Mean: 172.30, Std: 2.16, Max: 176.66, Min: 167.85, Range: 8.82","Mean: 168.21, Std: 5.63, Max: 178.28, Min: 150.48, Range: 27.80"
5,9,Y,"Mean: -29.60, Std: 2.19, Max: -25.32, Min: -33.49, Range: 8.17","Mean: -30.43, Std: 0.87, Max: -28.31, Min: -32.32, Range: 4.01","Mean: -14.99, Std: 17.43, Max: 9.28, Min: -41.96, Range: 51.24","Mean: -40.33, Std: 1.98, Max: -35.81, Min: -43.69, Range: 7.88","Mean: -32.74, Std: 2.79, Max: -25.69, Min: -36.51, Range: 10.82","Mean: -23.78, Std: 11.22, Max: -6.51, Min: -39.66, Range: 33.14","Mean: -26.85, Std: 16.29, Max: 12.19, Min: -43.31, Range: 55.51"
5,9,Z,"Mean: 0.48, Std: 3.57, Max: 15.34, Min: -6.00, Range: 21.34","Mean: -2.35, Std: 1.28, Max: 0.55, Min: -5.43, Range: 5.98","Mean: -6.47, Std: 26.07, Max: 34.83, Min: -37.82, Range: 72.65","Mean: 28.26, Std: 3.22, Max: 34.87, Min: 21.01, Range: 13.87","Mean: 15.84, Std: 7.17, Max: 26.04, Min: -7.33, Range: 33.37","Mean: -5.01, Std: 12.49, Max: 18.11, Min: -24.81, Range: 42.91","Mean: 3.47, Std: 21.72, Max: 32.61, Min: -47.29, Range: 79.91"
5,10,X,"Mean: 193.51, Std: 0.37, Max: 194.49, Min: 192.28, Range: 2.22","Mean: 191.82, Std: 0.28, Max: 192.43, Min: 191.01, Range: 1.42","Mean: 175.63, Std: 13.04, Max: 192.86, Min: 152.73, Range: 40.13","Mean: 182.94, Std: 2.18, Max: 187.48, Min: 177.49, Range: 9.99","Mean: 188.73, Std: 2.69, Max: 193.28, Min: 183.76, Range: 9.52","Mean: 182.51, Std: 9.04, Max: 193.90, Min: 166.73, Range: 27.16","Mean: 182.30, Std: 12.21, Max: 199.42, Min: 141.91, Range: 57.51"
5,10,Y,"Mean: -35.40, Std: 2.53, Max: -30.66, Min: -39.82, Range: 9.16","Mean: -36.13, Std: 1.07, Max: -33.60, Min: -38.52, Range: 4.92","Mean: -13.53, Std: 25.14, Max: 18.74, Min: -52.23, Range: 70.97","Mean: -47.53, Std: 2.35, Max: -42.17, Min: -51.41, Range: 9.23","Mean: -39.63, Std: 3.86, Max: -30.97, Min: -45.08, Range: 14.10","Mean: -21.62, Std: 18.75, Max: 5.14, Min: -48.73, Range: 53.87","Mean: -29.93, Std: 22.09, Max: 22.96, Min: -52.23, Range: 75.19"
5,10,Z,"Mean: -5.98, Std: 3.91, Max: 10.84, Min: -12.33, Range: 23.17","Mean: -8.31, Std: 1.73, Max: -4.11, Min: -11.84, Range: 7.73","Mean: -16.11, Std: 33.27, Max: 38.25, Min: -54.13, Range: 92.38","Mean: 27.37, Std: 4.41, Max: 37.71, Min: 18.72, Range: 18.99","Mean: 14.98, Std: 9.89, Max: 29.70, Min: -15.02, Range: 44.71","Mean: -14.77, Std: 17.62, Max: 20.29, Min: -36.99, Range: 57.28","Mean: -2.75, Std: 27.35, Max: 33.61, Min: -65.11, Range: 98.71"
5,11,X,"Mean: 133.46, Std: 0.37, Max: 134.41, Min: 132.55, Range: 1.86","Mean: 131.14, Std: 0.12, Max: 131.52, Min: 130.87, Range: 0.65","Mean: 128.74, Std: 2.51, Max: 132.98, Min: 123.91, Range: 9.06","Mean: 133.61, Std: 6.47, Max: 142.02, Min: 122.65, Range: 19.37","Mean: 130.28, Std: 2.02, Max: 135.04, Min: 126.37, Range: 8.67","Mean: 132.26, Std: 2.90, Max: 137.72, Min: 127.18, Range: 10.54","Mean: 132.08, Std: 3.22, Max: 141.20, Min: 125.94, Range: 15.27"
5,11,Y,"Mean: -40.79, Std: 1.50, Max: -38.03, Min: -43.58, Range: 5.55","Mean: -41.05, Std: 0.26, Max: -40.37, Min: -41.64, Range: 1.28","Mean: -43.35, Std: 1.72, Max: -38.85, Min: -46.35, Range: 7.50","Mean: -43.08, Std: 3.87, Max: -34.19, Min: -48.41, Range: 14.22","Mean: -43.65, Std: 1.62, Max: -38.19, Min: -46.21, Range: 8.02","Mean: -44.07, Std: 1.96, Max: -39.87, Min: -48.55, Range: 8.68","Mean: -40.78, Std: 3.00, Max: -30.20, Min: -46.87, Range: 16.67"
5,11,Z,"Mean: -6.54, Std: 2.40, Max: 4.08, Min: -10.52, Range: 14.60","Mean: -4.54, Std: 0.50, Max: -3.02, Min: -5.99, Range: 2.96","Mean: 3.44, Std: 3.14, Max: 10.32, Min: -2.15, Range: 12.46","Mean: -2.65, Std: 9.92, Max: 10.86, Min: -20.77, Range: 31.63","Mean: -0.62, Std: 3.99, Max: 5.23, Min: -9.82, Range: 15.06","Mean: 0.03, Std: 3.08, Max: 9.37, Min: -5.67, Range: 15.04","Mean: -4.57, Std: 6.91, Max: 7.89, Min: -22.72, Range: 30.61"
5,12,X,"Mean: 154.47, Std: 0.49, Max: 155.58, Min: 153.32, Range: 2.25","Mean: 151.35, Std: 0.17, Max: 151.72, Min: 150.88, Range: 0.85","Mean: 149.31, Std: 4.19, Max: 155.91, Min: 141.49, Range: 14.42","Mean: 147.76, Std: 5.76, Max: 158.49, Min: 136.74, Range: 21.74","Mean: 153.45, Std: 3.49, Max: 159.58, Min: 146.21, Range: 13.37","Mean: 154.28, Std: 2.59, Max: 158.49, Min: 147.91, Range: 10.58","Mean: 153.18, Std: 3.49, Max: 158.47, Min: 138.59, Range: 19.88"
5,12,Y,"Mean: -51.07, Std: 1.83, Max: -47.77, Min: -54.52, Range: 6.75","Mean: -52.35, Std: 0.32, Max: -51.52, Min: -53.04, Range: 1.52","Mean: -54.34, Std: 3.95, Max: -46.08, Min: -60.47, Range: 14.40","Mean: -38.57, Std: 17.27, Max: -12.13, Min: -61.35, Range: 49.22","Mean: -51.19, Std: 4.50, Max: -40.08, Min: -58.44, Range: 18.36","Mean: -45.30, Std: 9.13, Max: -28.81, Min: -58.02, Range: 29.22","Mean: -45.93, Std: 9.51, Max: -9.85, Min: -59.67, Range: 49.82"
5,12,Z,"Mean: -7.63, Std: 2.91, Max: 5.41, Min: -12.36, Range: 17.76","Mean: -5.11, Std: 0.58, Max: -3.44, Min: -6.75, Range: 3.31","Mean: 3.26, Std: 6.86, Max: 15.69, Min: -6.89, Range: 22.58","Mean: -14.44, Std: 18.90, Max: 16.88, Min: -39.23, Range: 56.11","Mean: -5.61, Std: 6.82, Max: 7.03, Min: -20.85, Range: 27.88","Mean: -11.40, Std: 9.21, Max: 3.99, Min: -27.05, Range: 31.04","Mean: -11.46, Std: 13.43, Max: 10.22, Min: -46.85, Range: 57.06"
5,13,X,"Mean: 173.03, Std: 0.58, Max: 174.53, Min: 171.58, Range: 2.95","Mean: 169.12, Std: 0.21, Max: 169.59, Min: 168.60, Range: 0.99","Mean: 166.95, Std: 5.54, Max: 175.63, Min: 156.63, Range: 19.00","Mean: 158.58, Std: 12.80, Max: 177.19, Min: 134.28, Range: 42.92","Mean: 171.57, Std: 3.58, Max: 178.31, Min: 162.94, Range: 15.37","Mean: 167.54, Std: 5.54, Max: 177.23, Min: 157.19, Range: 20.04","Mean: 170.76, Std: 6.33, Max: 178.44, Min: 136.80, Range: 41.64"
5,13,Y,"Mean: -57.87, Std: 2.12, Max: -54.05, Min: -61.78, Range: 7.74","Mean: -60.41, Std: 0.40, Max: -59.35, Min: -61.21, Range: 1.86","Mean: -61.79, Std: 5.77, Max: -50.13, Min: -70.65, Range: 20.53","Mean: -33.92, Std: 27.32, Max: 4.15, Min: -71.84, Range: 75.98","Mean: -53.88, Std: 9.60, Max: -34.18, Min: -66.57, Range: 32.39","Mean: -41.20, Std: 18.70, Max: -13.22, Min: -66.64, Range: 53.42","Mean: -48.76, Std: 14.83, Max: 5.98, Min: -68.15, Range: 74.13"
5,13,Z,"Mean: -5.23, Std: 3.35, Max: 9.52, Min: -10.51, Range: 20.04","Mean: -1.38, Std: 0.70, Max: 0.40, Min: -3.29, Range: 3.69","Mean: 6.95, Std: 9.50, Max: 24.11, Min: -7.92, Range: 32.03","Mean: -20.37, Std: 26.23, Max: 26.00, Min: -51.03, Range: 77.04","Mean: -8.08, Std: 12.28, Max: 13.46, Min: -32.70, Range: 46.16","Mean: -18.49, Std: 16.90, Max: 11.03, Min: -42.23, Range: 53.27","Mean: -13.50, Std: 18.72, Max: 15.59, Min: -62.09, Range: 77.67"
5,14,X,"Mean: 111.42, Std: 0.63, Max: 112.81, Min: 110.09, Range: 2.71","Mean: 111.26, Std: 0.18, Max: 111.67, Min: 110.75, Range: 0.92","Mean: 100.80, Std: 1.04, Max: 104.07, Min: 99.48, Range: 4.58","Mean: 97.96, Std: 1.33, Max: 101.18, Min: 95.87, Range: 5.31","Mean: 112.63, Std: 7.57, Max: 121.40, Min: 98.17, Range: 23.24","Mean: 113.14, Std: 2.68, Max: 118.86, Min: 108.58, Range: 10.29","Mean: 107.00, Std: 6.06, Max: 120.12, Min: 97.43, Range: 22.69"
5,14,Y,"Mean: -53.47, Std: 1.17, Max: -51.27, Min: -55.47, Range: 4.20","Mean: -49.65, Std: 0.25, Max: -49.06, Min: -50.21, Range: 1.15","Mean: -54.83, Std: 0.53, Max: -53.61, Min: -55.81, Range: 2.20","Mean: -54.52, Std: 0.66, Max: -53.17, Min: -55.75, Range: 2.58","Mean: -50.03, Std: 4.48, Max: -32.09, Min: -55.40, Range: 23.31","Mean: -50.37, Std: 2.10, Max: -43.71, Min: -54.48, Range: 10.77","Mean: -49.00, Std: 7.78, Max: -23.47, Min: -55.01, Range: 31.54"
5,14,Z,"Mean: -17.93, Std: 1.89, Max: -9.11, Min: -21.09, Range: 11.98","Mean: -18.15, Std: 0.40, Max: -16.42, Min: -19.21, Range: 2.79","Mean: -7.42, Std: 0.97, Max: -5.26, Min: -10.30, Range: 5.03","Mean: -6.33, Std: 0.82, Max: -4.74, Min: -8.12, Range: 3.39","Mean: -17.05, Std: 6.08, Max: -8.56, Min: -35.61, Range: 27.05","Mean: -17.66, Std: 2.10, Max: -10.87, Min: -21.39, Range: 10.52","Mean: -17.66, Std: 10.34, Max: -4.59, Min: -46.87, Range: 42.27"
5,15,X,"Mean: 127.78, Std: 0.81, Max: 129.47, Min: 126.12, Range: 3.35","Mean: 127.84, Std: 0.20, Max: 128.23, Min: 127.23, Range: 1.00","Mean: 113.74, Std: 1.44, Max: 117.99, Min: 111.70, Range: 6.29","Mean: 111.82, Std: 1.81, Max: 116.36, Min: 108.42, Range: 7.94","Mean: 129.17, Std: 8.18, Max: 139.66, Min: 111.34, Range: 28.33","Mean: 132.59, Std: 4.35, Max: 139.43, Min: 124.62, Range: 14.81","Mean: 121.95, Std: 7.41, Max: 135.78, Min: 110.02, Range: 25.77"
5,15,Y,"Mean: -62.42, Std: 1.46, Max: -59.68, Min: -64.79, Range: 5.11","Mean: -58.37, Std: 0.35, Max: -57.58, Min: -59.17, Range: 1.59","Mean: -67.74, Std: 0.79, Max: -65.90, Min: -69.15, Range: 3.25","Mean: -68.37, Std: 0.93, Max: -66.10, Min: -69.99, Range: 3.89","Mean: -48.89, Std: 14.06, Max: -25.74, Min: -68.35, Range: 42.61","Mean: -53.11, Std: 8.00, Max: -36.79, Min: -65.05, Range: 28.26","Mean: -57.08, Std: 14.65, Max: -12.29, Min: -69.13, Range: 56.84"
5,15,Z,"Mean: -18.57, Std: 2.39, Max: -7.76, Min: -22.45, Range: 14.69","Mean: -19.12, Std: 0.45, Max: -17.47, Min: -20.31, Range: 2.85","Mean: -3.62, Std: 1.40, Max: -0.80, Min: -7.42, Range: 6.62","Mean: -2.34, Std: 1.19, Max: 0.74, Min: -5.07, Range: 5.82","Mean: -25.77, Std: 13.07, Max: -3.05, Min: -46.36, Range: 43.31","Mean: -23.48, Std: 4.91, Max: -15.25, Min: -31.77, Range: 16.52","Mean: -18.86, Std: 15.96, Max: 0.66, Min: -61.55, Range: 62.21"
5,16,X,"Mean: 138.34, Std: 1.12, Max: 140.51, Min: 136.05, Range: 4.46","Mean: 138.83, Std: 0.25, Max: 139.28, Min: 138.26, Range: 1.02","Mean: 121.30, Std: 1.88, Max: 126.71, Min: 118.30, Range: 8.41","Mean: 120.00, Std: 2.46, Max: 125.62, Min: 114.56, Range: 11.06","Mean: 134.71, Std: 8.04, Max: 150.23, Min: 118.49, Range: 31.74","Mean: 143.43, Std: 4.34, Max: 150.47, Min: 133.91, Range: 16.57","Mean: 130.88, Std: 8.93, Max: 146.92, Min: 116.49, Range: 30.43"
5,16,Y,"Mean: -75.48, Std: 1.66, Max: -72.45, Min: -78.29, Range: 5.83","Mean: -70.94, Std: 0.36, Max: -70.14, Min: -71.59, Range: 1.44","Mean: -83.54, Std: 1.00, Max: -80.88, Min: -85.17, Range: 4.29","Mean: -83.95, Std: 1.11, Max: -81.18, Min: -85.86, Range: 4.67","Mean: -51.56, Std: 24.02, Max: -17.62, Min: -84.37, Range: 66.75","Mean: -57.14, Std: 15.10, Max: -32.14, Min: -77.85, Range: 45.71","Mean: -68.63, Std: 20.35, Max: -8.40, Min: -85.55, Range: 77.15"
5,16,Z,"Mean: -24.10, Std: 2.72, Max: -11.79, Min: -28.48, Range: 16.69","Mean: -24.67, Std: 0.52, Max: -22.72, Min: -25.91, Range: 3.19","Mean: -4.63, Std: 1.58, Max: -1.35, Min: -9.70, Range: 8.36","Mean: -3.96, Std: 1.58, Max: 0.88, Min: -7.52, Range: 8.40","Mean: -35.30, Std: 18.13, Max: -2.62, Min: -58.97, Range: 56.35","Mean: -34.14, Std: 8.72, Max: -17.84, Min: -47.45, Range: 29.61","Mean: -24.25, Std: 20.96, Max: 0.66, Min: -78.66, Range: 79.32"
5,17,X,"Mean: 86.36, Std: 4.32, Max: 92.54, Min: 78.89, Range: 13.65","Mean: 89.92, Std: 0.17, Max: 90.46, Min: 89.56, Range: 0.91","Mean: 90.39, Std: 1.29, Max: 91.52, Min: 86.82, Range: 4.69","Mean: 89.87, Std: 0.15, Max: 90.16, Min: 89.48, Range: 0.67","Mean: 90.36, Std: 0.34, Max: 90.91, Min: 89.75, Range: 1.16","Mean: 89.26, Std: 3.17, Max: 93.41, Min: 81.03, Range: 12.39","Mean: 87.39, Std: 1.39, Max: 89.31, Min: 83.70, Range: 5.61"
5,17,Y,"Mean: 63.32, Std: 1.84, Max: 66.74, Min: 60.07, Range: 6.67","Mean: 56.78, Std: 0.23, Max: 57.54, Min: 56.37, Range: 1.18","Mean: 56.88, Std: 0.32, Max: 57.89, Min: 56.02, Range: 1.87","Mean: 58.65, Std: 0.39, Max: 59.26, Min: 57.87, Range: 1.39","Mean: 59.55, Std: 1.23, Max: 61.47, Min: 57.57, Range: 3.90","Mean: 60.01, Std: 2.00, Max: 64.63, Min: 55.29, Range: 9.34","Mean: 58.51, Std: 0.57, Max: 59.57, Min: 57.23, Range: 2.34"
5,17,Z,"Mean: -0.61, Std: 2.88, Max: 5.08, Min: -5.99, Range: 11.07","Mean: -3.73, Std: 0.45, Max: -2.97, Min: -5.40, Range: 2.43","Mean: -2.45, Std: 2.07, Max: 3.42, Min: -4.52, Range: 7.94","Mean: -3.31, Std: 0.18, Max: -2.88, Min: -3.91, Range: 1.04","Mean: -6.59, Std: 0.25, Max: -6.04, Min: -7.39, Range: 1.35","Mean: -5.11, Std: 4.74, Max: 5.81, Min: -13.09, Range: 18.90","Mean: 1.29, Std: 2.31, Max: 7.23, Min: -2.60, Range: 9.83"
5,18,X,"Mean: 117.80, Std: 6.39, Max: 124.53, Min: 103.76, Range: 20.77","Mean: 118.36, Std: 0.24, Max: 119.28, Min: 117.98, Range: 1.30","Mean: 119.73, Std: 2.04, Max: 121.58, Min: 114.44, Range: 7.14","Mean: 118.04, Std: 0.17, Max: 118.39, Min: 117.68, Range: 0.71","Mean: 119.68, Std: 0.15, Max: 120.05, Min: 119.36, Range: 0.69","Mean: 119.70, Std: 5.21, Max: 126.18, Min: 106.69, Range: 19.49","Mean: 114.92, Std: 2.51, Max: 118.06, Min: 109.56, Range: 8.51"
5,18,Y,"Mean: 57.75, Std: 10.36, Max: 74.58, Min: 42.63, Range: 31.95","Mean: 54.06, Std: 0.37, Max: 55.11, Min: 53.36, Range: 1.75","Mean: 53.55, Std: 0.53, Max: 55.48, Min: 52.87, Range: 2.61","Mean: 57.57, Std: 0.59, Max: 58.37, Min: 55.90, Range: 2.46","Mean: 58.64, Std: 1.85, Max: 61.31, Min: 55.70, Range: 5.61","Mean: 58.62, Std: 4.58, Max: 67.45, Min: 49.21, Range: 18.24","Mean: 57.12, Std: 1.24, Max: 59.19, Min: 54.89, Range: 4.30"
5,18,Z,"Mean: -4.90, Std: 11.15, Max: 13.14, Min: -20.99, Range: 34.13","Mean: -0.68, Std: 0.93, Max: 0.86, Min: -4.06, Range: 4.92","Mean: 0.48, Std: 4.40, Max: 12.17, Min: -3.75, Range: 15.92","Mean: 0.13, Std: 0.33, Max: 0.77, Min: -0.81, Range: 1.58","Mean: -7.40, Std: 0.79, Max: -5.82, Min: -8.87, Range: 3.05","Mean: -4.97, Std: 10.08, Max: 17.54, Min: -22.14, Range: 39.68","Mean: 8.62, Std: 5.15, Max: 19.88, Min: 0.44, Range: 19.43"
5,19,X,"Mean: 122.03, Std: 10.97, Max: 139.83, Min: 106.52, Range: 33.31","Mean: 144.07, Std: 0.16, Max: 144.46, Min: 143.76, Range: 0.70","Mean: 145.29, Std: 1.49, Max: 146.70, Min: 141.00, Range: 5.70","Mean: 143.15, Std: 0.21, Max: 143.56, Min: 142.66, Range: 0.90","Mean: 143.77, Std: 0.51, Max: 144.60, Min: 142.85, Range: 1.75","Mean: 141.52, Std: 3.14, Max: 146.08, Min: 131.28, Range: 14.80","Mean: 140.84, Std: 2.34, Max: 144.12, Min: 135.49, Range: 8.62"
5,19,Y,"Mean: 53.75, Std: 19.84, Max: 90.39, Min: 29.73, Range: 60.65","Mean: 57.88, Std: 0.47, Max: 59.07, Min: 57.04, Range: 2.03","Mean: 54.80, Std: 2.05, Max: 60.01, Min: 52.44, Range: 7.57","Mean: 63.93, Std: 0.85, Max: 65.11, Min: 62.01, Range: 3.09","Mean: 63.48, Std: 2.19, Max: 66.48, Min: 60.13, Range: 6.35","Mean: 58.19, Std: 12.25, Max: 77.66, Min: 39.27, Range: 38.39","Mean: 63.03, Std: 0.92, Max: 64.93, Min: 60.87, Range: 4.06"
5,19,Z,"Mean: -24.05, Std: 19.01, Max: 13.31, Min: -44.99, Range: 58.29","Mean: -7.89, Std: 1.40, Max: -5.76, Min: -12.96, Range: 7.20","Mean: -8.65, Std: 7.32, Max: 9.60, Min: -15.74, Range: 25.34","Mean: -5.82, Std: 0.51, Max: -4.94, Min: -7.03, Range: 2.10","Mean: -18.31, Std: 1.63, Max: -15.12, Min: -21.04, Range: 5.92","Mean: -18.74, Std: 17.15, Max: 19.53, Min: -44.76, Range: 64.29","Mean: 5.15, Std: 8.34, Max: 22.02, Min: -7.45, Range: 29.47"
5,20,X,"Mean: 38.78, Std: 0.58, Max: 39.73, Min: 37.38, Range: 2.35","Mean: 38.07, Std: 0.15, Max: 38.34, Min: 37.75, Range: 0.59","Mean: 36.79, Std: 0.34, Max: 37.61, Min: 36.25, Range: 1.36","Mean: 37.54, Std: 0.12, Max: 37.86, Min: 37.24, Range: 0.62","Mean: 38.07, Std: 0.19, Max: 38.54, Min: 37.67, Range: 0.88","Mean: 37.92, Std: 0.72, Max: 39.40, Min: 36.58, Range: 2.82","Mean: 37.66, Std: 0.23, Max: 38.15, Min: 37.06, Range: 1.09"
5,20,Y,"Mean: -1.07, Std: 0.14, Max: -0.74, Min: -1.51, Range: 0.77","Mean: -0.51, Std: 0.17, Max: -0.13, Min: -0.84, Range: 0.71","Mean: -0.54, Std: 0.11, Max: -0.24, Min: -0.84, Range: 0.60","Mean: -0.48, Std: 0.15, Max: -0.09, Min: -0.80, Range: 0.70","Mean: -0.75, Std: 0.18, Max: -0.38, Min: -1.28, Range: 0.90","Mean: -0.66, Std: 0.18, Max: -0.27, Min: -1.17, Range: 0.90","Mean: -0.37, Std: 0.26, Max: 0.14, Min: -0.99, Range: 1.13"
5,20,Z,"Mean: 3.39, Std: 0.20, Max: 3.85, Min: 2.87, Range: 0.98","Mean: 4.83, Std: 0.17, Max: 5.25, Min: 4.36, Range: 0.89","Mean: 4.99, Std: 0.23, Max: 5.59, Min: 4.45, Range: 1.14","Mean: 5.81, Std: 0.16, Max: 6.19, Min: 5.40, Range: 0.79","Mean: 5.13, Std: 0.28, Max: 5.86, Min: 4.43, Range: 1.43","Mean: 5.54, Std: 0.47, Max: 6.53, Min: 4.82, Range: 1.71","Mean: 5.23, Std: 0.43, Max: 6.35, Min: 4.47, Range: 1.88"
5,21,X,"Mean: 50.67, Std: 0.56, Max: 51.70, Min: 49.72, Range: 1.97","Mean: 51.76, Std: 0.05, Max: 51.89, Min: 51.66, Range: 0.23","Mean: 51.65, Std: 0.23, Max: 51.91, Min: 50.97, Range: 0.94","Mean: 51.58, Std: 0.05, Max: 51.74, Min: 51.49, Range: 0.25","Mean: 51.88, Std: 0.08, Max: 52.06, Min: 51.71, Range: 0.35","Mean: 51.97, Std: 0.74, Max: 53.25, Min: 50.57, Range: 2.68","Mean: 51.25, Std: 0.26, Max: 51.70, Min: 50.79, Range: 0.91"
5,21,Y,"Mean: 44.37, Std: 0.55, Max: 45.40, Min: 43.45, Range: 1.95","Mean: 44.82, Std: 0.06, Max: 44.96, Min: 44.68, Range: 0.28","Mean: 45.02, Std: 0.24, Max: 45.37, Min: 44.42, Range: 0.95","Mean: 45.10, Std: 0.08, Max: 45.29, Min: 44.92, Range: 0.38","Mean: 45.51, Std: 0.08, Max: 45.66, Min: 45.30, Range: 0.36","Mean: 45.42, Std: 0.65, Max: 46.57, Min: 44.22, Range: 2.35","Mean: 45.07, Std: 0.25, Max: 45.59, Min: 44.61, Range: 0.98"
